[2022-10-25T16:01:16.761+0000] {taskinstance.py:1165} INFO - Dependencies all met for <TaskInstance: enriched_data_aggregations.load_and_generate_aggregations manual__2022-10-25T16:01:15.164211+00:00 [queued]>
[2022-10-25T16:01:16.797+0000] {taskinstance.py:1165} INFO - Dependencies all met for <TaskInstance: enriched_data_aggregations.load_and_generate_aggregations manual__2022-10-25T16:01:15.164211+00:00 [queued]>
[2022-10-25T16:01:16.801+0000] {taskinstance.py:1362} INFO - 
--------------------------------------------------------------------------------
[2022-10-25T16:01:16.802+0000] {taskinstance.py:1363} INFO - Starting attempt 1 of 2
[2022-10-25T16:01:16.803+0000] {taskinstance.py:1364} INFO - 
--------------------------------------------------------------------------------
[2022-10-25T16:01:16.863+0000] {taskinstance.py:1383} INFO - Executing <Task(PythonOperator): load_and_generate_aggregations> on 2022-10-25 16:01:15.164211+00:00
[2022-10-25T16:01:16.878+0000] {standard_task_runner.py:54} INFO - Started process 6315 to run task
[2022-10-25T16:01:16.889+0000] {standard_task_runner.py:82} INFO - Running: ['***', 'tasks', 'run', 'enriched_data_aggregations', 'load_and_generate_aggregations', 'manual__2022-10-25T16:01:15.164211+00:00', '--job-id', '608', '--raw', '--subdir', 'DAGS_FOLDER/data_agg.py', '--cfg-path', '/tmp/tmpw8v9muth']
[2022-10-25T16:01:16.892+0000] {standard_task_runner.py:83} INFO - Job 608: Subtask load_and_generate_aggregations
[2022-10-25T16:01:16.895+0000] {dagbag.py:525} INFO - Filling up the DagBag from /opt/***/dags/data_agg.py
[2022-10-25T16:01:17.082+0000] {task_command.py:384} INFO - Running <TaskInstance: enriched_data_aggregations.load_and_generate_aggregations manual__2022-10-25T16:01:15.164211+00:00 [running]> on host faf467258cbc
[2022-10-25T16:01:17.473+0000] {taskinstance.py:1592} INFO - Exporting the following env vars:
AIRFLOW_CTX_DAG_OWNER=***
AIRFLOW_CTX_DAG_ID=enriched_data_aggregations
AIRFLOW_CTX_TASK_ID=load_and_generate_aggregations
AIRFLOW_CTX_EXECUTION_DATE=2022-10-25T16:01:15.164211+00:00
AIRFLOW_CTX_TRY_NUMBER=1
AIRFLOW_CTX_DAG_RUN_ID=manual__2022-10-25T16:01:15.164211+00:00
[2022-10-25T16:01:36.166+0000] {pyspark_scripts.py:280} INFO - Working in  - Count and sum amount transactions for each type for day, online & offline - 
[2022-10-25T16:01:44.375+0000] {logging_mixin.py:117} INFO - +----+----------+------------------+------------------+
|type| timestamp|total_transactions|             total|
|       7|2022-10-17|    9| 58150.04969739914|
|       7|2022-10-16|    5|  6462.52995634079|
|       7|2022-10-18|    3| 873.5599985122681|
|       7|2022-10-19|    5| 50931.19960927963|
|       7|2022-10-15|    2|28.499999523162842|
|       8|2022-10-15|    5| 99577.61156463623|
|       8|2022-10-18|    6|121929.83933210373|
|       8|2022-10-14|    1| 1.149999976158142|
|       8|2022-10-19|    2| 45881.00146484375|
|       8|2022-10-16|    2| 681.0700149536133|
|       8|2022-10-17|    9| 183974.6596851349|
|       9|2022-10-19|    4|2354.2999725341797|
|       9|2022-10-17|    8| 128738.4692993164|
|       9|2022-10-15|    6|45728.769558906555|
|       9|2022-10-16|    1|    5983.080078125|
|       9|2022-10-18|    8| 185848.8147649765|
|      10|2022-10-16|    7| 198065.7780957222|
+--------+----------+-----+------------------+
only showing top 50 rows
[2022-10-25T16:01:46.943+0000] {pyspark_scripts.py:288} INFO - Working in - Count and sum amount transactions for each city for day -
[2022-10-25T16:01:48.065+0000] {logging_mixin.py:117} INFO - +-----------------+----------+-----+------------------+
|          address| timestamp|count|             total|
+-----------------+----------+-----+------------------+
|       Averymouth|2022-10-14|    1|18.209999084472656|
|         Clayview|2022-10-14|    1|2036.3199462890625|
|      Veronicaton|2022-10-14|    2| 8732.340240478516|
|         Allenton|2022-10-14|    1| 1.149999976158142|
|      Melissafurt|2022-10-14|    1|    43239.58984375|
|        Erikville|2022-10-14|    1|31.979999542236328|
|  Lake Jamesville|2022-10-14|    1|  424.010009765625|
|        Smithberg|2022-10-14|    1| 6.579999923706055|
|     Edwardsburgh|2022-10-15|    2| 85.59000205993652|
|        Erikville|2022-10-15|    8|  96046.5398440361|
|Port Benjaminfurt|2022-10-15|    4|147164.49407196045|
|     Brownchester|2022-10-15|    3|1551.8599467277527|
|        Smithberg|2022-10-15|    5| 970.9299983978271|
|       Grahamstad|2022-10-15|    3|16911.399780273438|
|      Lake Karina|2022-10-15|    1|22.110000610351562|
|      Melissafurt|2022-10-15|    3| 64363.41046142578|
|         Allenton|2022-10-15|    2| 99.45000076293945|
|       Robertland|2022-10-15|    8| 53412.12080526352|
|        Hicksview|2022-10-15|    1| 7.679999828338623|
|New Marthaborough|2022-10-15|    4| 3035.859914302826|
|    Port Loriview|2022-10-15|    2|409.02999687194824|
|     West Nichole|2022-10-15|    6| 2574.349998474121|
|  Lake Jamesville|2022-10-15|    5| 8427.969718933105|
|         Lanefurt|2022-10-15|    4| 63444.50950241089|
|    Michelleburgh|2022-10-15|    5| 72669.64833068848|
|         Clayview|2022-10-15|    2| 57692.80828857422|
|      Veronicaton|2022-10-15|    2| 7741.409912109375|
|      Melissafurt|2022-10-16|    4| 57970.83968782425|
|       Grahamstad|2022-10-16|    7| 62792.68900132179|
|    Port Loriview|2022-10-16|    4| 944.6400161981583|
|     Edwardsburgh|2022-10-16|    3|  22016.8798828125|
|        Erikville|2022-10-16|    8|163794.75909757614|
|         Clayview|2022-10-16|    8|113315.25213241577|
|      Lake Karina|2022-10-16|    5|154122.53289055824|
|  Lake Jamesville|2022-10-16|    1|   9708.2099609375|
|Port Benjaminfurt|2022-10-16|    3| 85098.66064453125|
|       Robertland|2022-10-16|    6| 8538.079963684082|
|New Marthaborough|2022-10-16|    5|11332.260158538818|
|    Michelleburgh|2022-10-16|    5| 28495.34093761444|
|        Smithberg|2022-10-16|    5|109733.09192371368|
|      Veronicaton|2022-10-16|    7| 96883.37220478058|
|     West Nichole|2022-10-16|    6|50417.841404914856|
|       Averymouth|2022-10-16|    4| 7971.470085144043|
|         Lanefurt|2022-10-16|    7| 95401.51734685898|
|     Brownchester|2022-10-16|    4| 43232.21898174286|
|        Hicksview|2022-10-16|    5|20316.770099639893|
|      Veronicaton|2022-10-17|    4|19330.189692497253|
|        Erikville|2022-10-17|    9| 74932.27108764648|
|New Marthaborough|2022-10-17|    6| 9880.069652080536|
|       Grahamstad|2022-10-17|    4| 74442.86308646202|
+-----------------+----------+-----+------------------+
only showing top 50 rows
[2022-10-25T16:01:57.134+0000] {pyspark_scripts.py:10} INFO - Closing spark session...
[2022-10-25T16:01:58.609+0000] {pyspark_scripts.py:13} INFO - Spark session succesfully closed
[2022-10-25T16:01:58.613+0000] {pyspark_scripts.py:297} INFO - Spark session and context status: Closed
[2022-10-25T16:01:58.615+0000] {python.py:177} INFO - Done. Returned value was: None
[2022-10-25T16:01:58.660+0000] {taskinstance.py:1406} INFO - Marking task as SUCCESS. dag_id=enriched_data_aggregations, task_id=load_and_generate_aggregations, execution_date=20221025T160115, start_date=20221025T160116, end_date=20221025T160158
[2022-10-25T16:01:58.759+0000] {local_task_job.py:164} INFO - Task exited with return code 0
[2022-10-25T16:01:58.810+0000] {local_task_job.py:273} INFO - 0 downstream tasks scheduled from follow-on schedule check
