id,customer_id,transaction_ts,amount
744,498,2022-10-11 04:10:13,"$9,374.51"
56,68,2022-10-08 14:53:07,$5.06
663,580,2022-10-10 02:53:01,"$29,824.08"
294,861,2022-10-10 23:56:35,"$67,321.13"
655,35,2022-10-10 07:50:52,$92.44
458,232,2022-10-09 10:24:25,"$54,639.54"
474,90,2022-10-10 17:59:27,$195.58
639,555,2022-10-10 19:00:59,$0.98
329,575,2022-10-11 00:16:14,$6.89
30,517,2022-10-11 01:29:42,$9.81
792,90,2022-10-08 18:42:21,$985.82
192,513,2022-10-10 07:24:27,"$5,984.17"
850,97,2022-10-08 14:41:48,"$85,883.68"
231,577,2022-10-10 23:35:03,"$64,185.44"
178,556,2022-10-09 16:23:06,"$62,128.02"
697,412,2022-10-09 11:48:41,$6.21
62,235,2022-10-10 16:28:43,"$15,142.01"
60,288,2022-10-10 04:04:29,$25.28
707,2,2022-10-09 17:30:29,"$3,767.16"
501,58,2022-10-08 13:42:22,$18.58
128,239,2022-10-08 20:27:10,$898.64
899,747,2022-10-08 18:53:18,"$79,100.95"
296,268,2022-10-09 10:50:31,$1.93
452,50,2022-10-10 04:20:15,$2.93
616,181,2022-10-10 05:37:43,$297.33
861,276,2022-10-11 01:47:40,$10.25
365,837,2022-10-08 21:32:07,"$77,720.28"
161,565,2022-10-09 04:43:18,$1.17
587,234,2022-10-09 08:42:11,$0.90
572,78,2022-10-10 15:01:20,$33.32
375,269,2022-10-10 21:56:42,$4.35
518,531,2022-10-10 07:37:07,$557.97
290,548,2022-10-10 18:11:52,$364.50
238,207,2022-10-09 08:16:16,"$72,547.20"
433,458,2022-10-10 08:41:15,$13.06
698,727,2022-10-10 18:15:41,"$3,273.83"
50,818,2022-10-10 16:30:08,"$54,928.67"
725,296,2022-10-09 07:31:48,"$90,504.03"
575,545,2022-10-08 23:40:17,"$9,839.12"
229,168,2022-10-08 22:38:31,"$3,878.42"
777,612,2022-10-08 15:09:03,"$9,510.97"
438,597,2022-10-10 07:09:02,$103.78
301,888,2022-10-10 10:01:58,$2.55
807,508,2022-10-10 02:19:58,"$3,204.67"
75,860,2022-10-10 05:26:30,$9.56
85,200,2022-10-09 02:30:49,$37.64
69,876,2022-10-08 16:39:29,"$74,974.11"
624,412,2022-10-11 03:58:25,$978.27
758,283,2022-10-10 07:59:08,$264.50
859,484,2022-10-09 23:19:45,$308.89
695,270,2022-10-09 23:58:50,$770.41
102,641,2022-10-10 04:16:37,"$96,400.89"
838,32,2022-10-08 17:45:27,"$1,450.54"
122,358,2022-10-11 04:02:52,"$8,860.77"
872,848,2022-10-09 18:33:41,$60.59
244,317,2022-10-10 06:57:11,"$46,619.55"
481,237,2022-10-10 06:01:20,$60.56
523,862,2022-10-09 04:22:59,"$88,357.46"
619,453,2022-10-11 08:58:27,"$84,777.40"
869,123,2022-10-09 15:01:49,"$4,069.26"
99,731,2022-10-09 13:03:34,$9.19
760,752,2022-10-11 05:02:06,"$2,709.92"
399,630,2022-10-10 04:21:16,$4.84
66,636,2022-10-10 21:46:57,$3.93
378,676,2022-10-10 09:34:22,$7.05
635,429,2022-10-09 12:18:28,$104.30
829,859,2022-10-10 18:50:57,$2.63
150,488,2022-10-11 00:07:22,"$2,010.68"
126,122,2022-10-11 07:55:15,"$53,203.05"
723,366,2022-10-11 01:57:26,"$16,296.68"
350,313,2022-10-11 02:32:49,$10.73
686,761,2022-10-08 13:07:49,$35.25
114,218,2022-10-10 07:46:26,$74.17
415,96,2022-10-10 19:57:31,$5.70
477,27,2022-10-10 20:31:56,$725.31
167,896,2022-10-09 09:29:00,$946.50
25,636,2022-10-08 19:16:08,$843.86
768,815,2022-10-10 21:51:59,"$3,704.45"
531,126,2022-10-08 12:21:40,$772.54
648,372,2022-10-10 22:11:25,"$4,155.66"
174,168,2022-10-11 03:16:26,$95.39
1,221,2022-10-11 11:13:55,"$5,513.27"
22,852,2022-10-09 12:36:30,$81.99
530,456,2022-10-11 02:48:15,$758.48
391,530,2022-10-09 00:29:09,"$9,925.35"
538,292,2022-10-10 14:33:38,$522.37
48,533,2022-10-10 18:05:45,$5.77
152,436,2022-10-10 11:07:18,"$5,936.71"
689,311,2022-10-09 10:11:52,$14.70
547,393,2022-10-09 21:25:20,$10.82
735,876,2022-10-08 16:09:33,$74.15
277,273,2022-10-09 23:55:48,$510.17
140,140,2022-10-09 16:05:29,$55.48
215,326,2022-10-10 04:38:43,"$93,335.38"
562,540,2022-10-11 02:51:45,$399.29
266,710,2022-10-11 06:55:54,"$1,720.91"
145,638,2022-10-08 15:11:33,$227.24
787,333,2022-10-10 13:36:37,$29.72
154,501,2022-10-08 23:22:05,$911.34
554,628,2022-10-08 15:28:14,$61.05
204,375,2022-10-09 11:15:48,"$51,287.68"
706,46,2022-10-09 14:23:12,$2.81
582,87,2022-10-11 08:58:45,$25.96
862,686,2022-10-09 05:54:32,$952.23
469,340,2022-10-09 03:13:59,$77.11
812,109,2022-10-10 11:55:53,"$53,227.14"
489,84,2022-10-10 08:28:49,$7.32
202,556,2022-10-11 00:45:12,"$21,432.21"
203,598,2022-10-09 02:47:41,"$25,719.12"
95,51,2022-10-10 06:04:30,$2.39
770,881,2022-10-10 13:17:20,$466.66
815,265,2022-10-10 15:26:18,$91.41
71,174,2022-10-09 02:10:03,$10.16
51,585,2022-10-08 12:12:41,"$4,585.01"
737,100,2022-10-09 02:38:52,$412.11
84,796,2022-10-11 07:03:34,$9.82
194,176,2022-10-11 02:12:14,"$6,827.43"
820,392,2022-10-10 04:36:38,$21.63
805,466,2022-10-10 12:13:21,"$5,071.29"
105,470,2022-10-09 10:13:36,"$83,459.98"
712,328,2022-10-10 10:30:13,"$3,423.08"
42,277,2022-10-10 00:50:20,$2.93
136,897,2022-10-09 12:33:58,"$93,183.04"
67,276,2022-10-11 04:18:17,$4.43
736,550,2022-10-09 10:37:54,"$13,800.99"
263,802,2022-10-09 02:47:18,$19.72
886,284,2022-10-08 18:44:56,$160.64
822,556,2022-10-11 07:15:15,$1.44
412,417,2022-10-09 10:37:48,$23.79
605,312,2022-10-09 07:47:37,$592.37
730,448,2022-10-11 10:34:55,$127.41
627,402,2022-10-10 02:02:06,$39.17
724,418,2022-10-11 06:50:54,"$63,746.62"
193,64,2022-10-10 23:12:04,$49.70
496,573,2022-10-11 05:32:23,"$15,834.20"
853,712,2022-10-10 06:22:42,"$29,028.27"
754,804,2022-10-09 22:03:59,"$8,854.09"
236,439,2022-10-11 06:37:08,$8.58
396,276,2022-10-09 14:11:48,$68.38
176,73,2022-10-10 11:22:29,"$34,053.00"
108,166,2022-10-10 20:51:25,$95.30
89,706,2022-10-09 21:47:53,"$10,673.53"
367,813,2022-10-10 19:20:18,$153.48
619,336,2022-10-11 05:42:51,$2.14
258,567,2022-10-08 23:05:51,$20.99
799,263,2022-10-11 06:55:52,$71.83
76,158,2022-10-09 18:41:53,$691.13
652,367,2022-10-10 08:05:57,$3.71
314,214,2022-10-10 08:23:23,$636.94
319,328,2022-10-10 11:59:50,"$9,146.01"
497,242,2022-10-11 04:29:22,"$31,440.44"
427,469,2022-10-09 17:02:02,$41.84
464,875,2022-10-10 03:54:24,"$2,167.00"
845,49,2022-10-11 08:50:51,$5.52
538,397,2022-10-09 14:53:59,$322.82
754,147,2022-10-10 07:56:43,$28.76
26,301,2022-10-09 02:25:09,"$21,751.68"
265,461,2022-10-09 03:27:38,"$3,439.97"
78,574,2022-10-10 17:07:21,"$5,502.86"
779,477,2022-10-09 22:12:43,"$61,715.26"
167,574,2022-10-09 19:15:53,$525.47
213,58,2022-10-08 15:53:56,"$4,611.79"
125,106,2022-10-10 09:23:04,$2.48
622,760,2022-10-09 16:04:17,$954.75
228,36,2022-10-09 15:33:06,"$87,572.61"
658,602,2022-10-08 13:09:31,$43.88
874,536,2022-10-09 23:49:21,"$20,728.14"
266,36,2022-10-09 03:53:43,$54.95
419,706,2022-10-11 00:10:29,"$95,277.03"
732,746,2022-10-08 18:57:28,"$9,165.96"
231,739,2022-10-09 05:35:19,$165.83
21,225,2022-10-10 22:43:24,"$8,382.16"
110,292,2022-10-08 15:58:02,$51.62
11,711,2022-10-10 19:42:56,"$7,159.64"
570,64,2022-10-09 18:40:12,$4.29
152,235,2022-10-09 00:34:44,$86.91
536,195,2022-10-09 08:05:37,$297.99
218,630,2022-10-09 10:20:29,$41.60
226,623,2022-10-10 06:47:19,$731.40
341,405,2022-10-09 08:49:56,$44.74
15,30,2022-10-09 02:36:06,$17.61
148,110,2022-10-11 00:25:04,$90.99
132,504,2022-10-09 07:55:26,$979.76
17,436,2022-10-11 09:25:43,"$60,897.52"
851,208,2022-10-09 02:26:01,$432.05
587,672,2022-10-10 05:53:02,$758.80
678,784,2022-10-10 01:54:55,"$3,465.20"
807,816,2022-10-11 06:38:54,$75.19
881,239,2022-10-10 22:47:08,$5.31
331,241,2022-10-11 02:44:43,$55.79
670,37,2022-10-10 04:55:39,$135.11
135,823,2022-10-09 18:10:03,$89.15
764,536,2022-10-10 22:43:15,"$68,781.86"
120,727,2022-10-09 00:47:58,$50.52
357,384,2022-10-10 02:12:18,"$32,053.92"
325,648,2022-10-09 05:43:37,$3.48
496,760,2022-10-10 10:47:54,$92.10
83,621,2022-10-10 00:57:09,$569.26
202,214,2022-10-10 16:15:40,$89.90
462,81,2022-10-09 15:58:03,"$46,439.71"
900,33,2022-10-10 10:04:16,"$94,096.57"
168,283,2022-10-09 03:04:45,$206.51
456,282,2022-10-08 21:23:38,$27.55
349,874,2022-10-09 04:48:17,"$60,319.35"
746,642,2022-10-08 21:31:43,"$43,600.79"
195,753,2022-10-09 03:20:19,"$6,814.87"
174,109,2022-10-10 03:01:36,"$70,385.29"
129,758,2022-10-11 09:16:48,$30.61
254,185,2022-10-09 12:47:25,$434.02
398,855,2022-10-11 10:53:27,$3.10
771,439,2022-10-09 15:31:20,"$9,477.07"
40,835,2022-10-10 01:38:51,$289.14
234,278,2022-10-09 19:45:28,"$7,976.94"
552,6,2022-10-11 10:26:22,$61.35
879,452,2022-10-08 22:28:19,$344.11
418,735,2022-10-10 02:35:35,"$70,799.24"
482,594,2022-10-08 13:29:15,$4.95
865,317,2022-10-11 02:46:33,$7.65
212,516,2022-10-11 04:26:24,$450.50
765,885,2022-10-09 16:22:02,$534.25
163,14,2022-10-09 14:58:30,$3.18
217,781,2022-10-09 12:50:42,$1.50
885,18,2022-10-09 12:27:57,$8.18
850,393,2022-10-08 18:02:27,$1.75
182,656,2022-10-10 18:30:01,"$20,424.93"
379,386,2022-10-10 02:36:19,"$26,716.88"
117,69,2022-10-10 15:15:28,$769.64
34,540,2022-10-10 07:13:55,$1.12
763,647,2022-10-09 14:39:29,$976.43
335,1,2022-10-10 05:55:59,"$5,815.01"
484,760,2022-10-08 21:56:04,$287.92
608,207,2022-10-10 21:34:30,"$8,175.74"
825,181,2022-10-10 08:47:33,$6.26
375,181,2022-10-10 11:31:05,"$80,723.93"
49,455,2022-10-09 17:40:07,$385.87
7,318,2022-10-10 22:11:45,$647.99
505,743,2022-10-09 17:37:10,"$95,147.89"
563,773,2022-10-11 00:13:21,$62.20
442,682,2022-10-09 11:52:30,$8.82
539,553,2022-10-09 20:10:14,"$87,058.06"
477,576,2022-10-09 10:36:22,$3.60
522,279,2022-10-10 19:17:30,$68.00
134,606,2022-10-11 04:30:00,$520.81
876,508,2022-10-11 02:53:11,$70.06
348,848,2022-10-09 05:35:38,"$17,440.61"
588,70,2022-10-09 06:29:18,$877.21
786,321,2022-10-09 22:40:22,$998.50
409,122,2022-10-09 03:49:34,$340.87
843,239,2022-10-10 18:04:52,$755.45
684,782,2022-10-09 04:36:15,$4.63
681,197,2022-10-11 07:46:44,$6.42
645,858,2022-10-09 21:27:09,"$7,700.63"
757,296,2022-10-11 10:12:58,"$43,665.26"
860,195,2022-10-08 16:17:47,"$4,499.97"
324,171,2022-10-09 14:33:07,"$4,779.69"
810,803,2022-10-11 05:37:55,"$1,813.98"
45,81,2022-10-09 04:33:48,$33.46
51,552,2022-10-08 23:38:12,$3.46
459,494,2022-10-09 21:11:36,"$78,670.58"
390,7,2022-10-11 00:19:21,$62.61
661,406,2022-10-09 06:45:22,"$50,457.94"
895,64,2022-10-08 12:45:36,"$93,044.28"
535,71,2022-10-11 08:25:41,$705.60
371,358,2022-10-11 10:17:49,$751.98
828,889,2022-10-10 07:32:48,$37.60
28,653,2022-10-08 20:25:50,$765.65
71,726,2022-10-10 22:52:32,$309.51
305,315,2022-10-08 17:37:36,$715.96
665,166,2022-10-09 09:25:22,"$25,859.49"
180,489,2022-10-08 13:41:41,$65.45
358,839,2022-10-10 17:13:52,$11.66
824,306,2022-10-10 16:51:22,"$87,018.82"
326,581,2022-10-10 15:57:52,"$91,834.41"
672,43,2022-10-09 23:45:15,$737.07
742,301,2022-10-11 09:13:24,$84.11
883,881,2022-10-10 12:15:11,$354.30
899,451,2022-10-09 01:55:09,$4.02
368,17,2022-10-10 20:09:43,"$79,652.82"
376,167,2022-10-11 10:41:03,"$1,418.53"
760,510,2022-10-08 14:03:02,$633.26
267,282,2022-10-09 18:35:18,$678.95
93,798,2022-10-09 10:40:41,"$35,436.62"
611,143,2022-10-09 00:35:28,$709.08
249,170,2022-10-08 14:28:04,"$8,382.21"
328,484,2022-10-09 07:27:03,"$3,102.73"
402,156,2022-10-09 22:25:52,"$8,489.75"
654,275,2022-10-10 17:03:03,$59.29
822,373,2022-10-10 12:03:17,$20.14
887,205,2022-10-09 14:43:41,"$9,782.38"
190,881,2022-10-09 13:05:10,$81.46
628,791,2022-10-09 18:17:23,$1.78
221,766,2022-10-11 05:02:00,"$5,967.24"
338,86,2022-10-09 14:24:30,"$96,330.51"
420,407,2022-10-11 10:34:11,$424.89
451,198,2022-10-10 07:16:05,$7.20
873,887,2022-10-10 01:13:19,"$72,057.90"
476,154,2022-10-10 09:16:09,$445.47
323,629,2022-10-09 15:36:53,"$80,725.67"
30,757,2022-10-10 13:03:15,$7.43
877,265,2022-10-11 01:34:32,$15.42
591,450,2022-10-10 11:06:19,$648.93
173,143,2022-10-11 02:01:12,$135.85
330,573,2022-10-10 04:07:54,$52.42
238,735,2022-10-10 00:16:24,"$40,047.88"
805,130,2022-10-10 19:43:10,$93.97
723,344,2022-10-08 11:56:29,"$25,441.82"
288,600,2022-10-08 19:21:34,$27.82
744,459,2022-10-08 17:58:26,$70.46
417,483,2022-10-09 20:20:47,"$85,140.18"
502,860,2022-10-09 02:13:46,$722.04
151,18,2022-10-11 11:02:51,$26.98
513,121,2022-10-10 09:06:02,$32.96
264,184,2022-10-09 18:58:57,$72.59
755,467,2022-10-10 02:12:27,"$3,277.37"
1,394,2022-10-11 01:18:34,"$94,667.68"
634,544,2022-10-10 00:03:04,"$40,248.15"
804,846,2022-10-10 20:51:21,$5.32
291,563,2022-10-10 11:56:58,"$39,830.20"
610,385,2022-10-10 18:37:04,$500.11
38,378,2022-10-08 12:19:28,"$76,181.51"
154,557,2022-10-10 14:08:04,$786.08
815,190,2022-10-09 04:39:54,"$3,319.29"
842,340,2022-10-09 21:18:30,"$1,545.09"
37,128,2022-10-11 03:53:02,$7.11
514,31,2022-10-09 23:06:12,"$4,077.80"
27,86,2022-10-10 00:20:45,$709.32
344,111,2022-10-09 13:43:01,$8.89
479,428,2022-10-09 02:15:54,"$25,265.09"
574,857,2022-10-10 04:04:45,$449.47
525,674,2022-10-08 17:47:05,$969.32
208,597,2022-10-10 12:00:12,$5.55
